id,alias,name,image_url,url,review_count,categories,rating,transactions,phone,latitude,longitude,address,location_searched,lat,price,census_tract
wCf2GGyEOkaSFE0xCYpgOA,hai-ky-noodles-san-francisco,Hai Ky Noodles,https://s3-media1.fl.yelpcdn.com/bphoto/3jnij09aARw6gbYaKhg7Zw/o.jpg,https://www.yelp.com/biz/hai-ky-noodles-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,912,"chinese,vietnamese,noodles,",4.5,NA,14157712577,37.7840538,-122.4179535,"707 Ellis St,San Francisco, CA 94109",94102,37.7840538,Low,Census Tract 124.02
nJziHiIt86OGqKQQFHd9jg,jin-mi-korean-cuisine-san-francisco,Jin Mi Korean Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/Xbi2Xy0T6aTDPq51C2QZ2A/o.jpg,https://www.yelp.com/biz/jin-mi-korean-cuisine-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,441,"korean,soup,noodles,",4,"delivery,pickup",14158345007,37.78162,-122.41682,"366 Golden Gate Ave,San Francisco, CA 94102",94102,37.78162,Med,Census Tract 124.01
EkUQiNr9LDByc1Su8tZUhg,off-the-grid-civic-center-san-francisco-3,Off the Grid: Civic Center,https://s3-media1.fl.yelpcdn.com/bphoto/LMybtHSUJKvTjcC-OAK3GQ/o.jpg,https://www.yelp.com/biz/off-the-grid-civic-center-san-francisco-3?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,80,"foodstands,foodtrucks,streetvendors,",4,NA,14153395888,37.7801224,-122.417725,"355 McAllister,San Francisco, CA 94103",94102,37.7801224,Med,Census Tract 124.02
wZv5s1J3xmUkO-x9b8_-yQ,rustys-southern-san-francisco,Rusty's Southern,https://s3-media4.fl.yelpcdn.com/bphoto/-jcEWXctK9zkZnKxtwpxQw/o.jpg,https://www.yelp.com/biz/rustys-southern-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,944,"southern,breakfast_brunch,diners,",4.5,restaurant_reservation,14156386974,37.7844,-122.41855,"750 Ellis St,San Francisco, CA 94109",94102,37.7844,Med,Census Tract 122.02
dY0Mc_PHH6nLENvWmVtwxQ,daeho-kalbijjim-and-beef-soup-san-francisco-9,Daeho Kalbijjim & Beef Soup,https://s3-media1.fl.yelpcdn.com/bphoto/NjLR02YB4810aC8QDCDTXQ/o.jpg,https://www.yelp.com/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,436,"korean,soup,noodles,",4.5,NA,14155631388,37.78601,-122.42858,"1620 Post St,San Francisco, CA 94115",94102,37.78601,Med,Census Tract 155
bUr4iq2mKKiBOu2HKynylg,hrd-san-francisco-4,HRD,https://s3-media3.fl.yelpcdn.com/bphoto/PyFG7Chlw7mH5IX7WZDVcA/o.jpg,https://www.yelp.com/biz/hrd-san-francisco-4?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,2468,"korean,asianfusion,mexican,",4,delivery,14155432355,37.78110658,-122.3953297,"521A 3rd St,San Francisco, CA 94107",94102,37.78110658,Med,Census Tract 615
BcW0vRdM8N-rteR2FfV1jg,deli-board-san-francisco,Deli Board,https://s3-media3.fl.yelpcdn.com/bphoto/m5dL_mNk9rjSJ5jQu17hVw/o.jpg,https://www.yelp.com/biz/deli-board-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,1283,"delis,sandwiches,",4.5,NA,14155527687,37.7776248,-122.4070127,"1058 Folsom St,San Francisco, CA 94103",94102,37.7776248,Med,Census Tract 178.02
GmHNkpAaypi9jclaLI7sDQ,fermentation-lab-san-francisco,Fermentation Lab,https://s3-media4.fl.yelpcdn.com/bphoto/QeIATe-5SIU-bTrAjHfdDQ/o.jpg,https://www.yelp.com/biz/fermentation-lab-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,245,"gastropubs,beerbar,",4.5,NA,NA,37.77852,-122.41561,"1230 Market St,San Francisco, CA 94102",94102,37.77852,Med,Census Tract 124.02
NwqdohySKrDnK0RsAde9UA,hot-sauce-and-panko-san-francisco,Hot Sauce and Panko,https://s3-media3.fl.yelpcdn.com/bphoto/fBs8B6-y9OFSPtvMHoFrsw/o.jpg,https://www.yelp.com/biz/hot-sauce-and-panko-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,1080,"chicken_wings,gourmet,",4.5,NA,14153591908,37.79451652,-122.4178762,"1468 Hyde St,San Francisco, CA 94109",94102,37.79451652,Med,Census Tract 110
mydKjdG8gJOcRQ9cZwkQpQ,ryokos-san-francisco,Ryoko's,https://s3-media2.fl.yelpcdn.com/bphoto/-wl9C9bi-LGTV6WiwROxng/o.jpg,https://www.yelp.com/biz/ryokos-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,2868,"sushi,japanese,",4,NA,14157751028,37.78819878,-122.4120592,"619 Taylor St,San Francisco, CA 94102",94102,37.78819878,Med,Census Tract 121
1IqqA8pcuCIWJtuKfHwU8g,nojo-ramen-tavern-san-francisco-2,Nojo Ramen Tavern,https://s3-media1.fl.yelpcdn.com/bphoto/FT2HirXn4GCVav--UZY00g/o.jpg,https://www.yelp.com/biz/nojo-ramen-tavern-san-francisco-2?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,762,"ramen,izakaya,",4,NA,14158964587,37.77669,-122.42151,"231 Franklin St,San Francisco, CA 94102",94102,37.77669,Med,Census Tract 162
b7ckVs_CwfZat5rqGGjihw,street-taco-san-francisco-7,Street Taco,https://s3-media3.fl.yelpcdn.com/bphoto/iWdUaLogMxEnJySovDcKZQ/o.jpg,https://www.yelp.com/biz/street-taco-san-francisco-7?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,46,"mexican,",4,NA,14158729906,37.77667,-122.41482,"83 9th St,San Francisco, CA 94103",94102,37.77667,Low,Census Tract 176.01
fFhikWtYzlrgTmekKsf5yg,manila-bowl-san-francisco,Manila Bowl,https://s3-media3.fl.yelpcdn.com/bphoto/bOLHQkZfMmy-KqS2x-vQ-w/o.jpg,https://www.yelp.com/biz/manila-bowl-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,103,"filipino,",4,"delivery,pickup",14155281969,37.77674,-122.41636,"1355 Market St,San Francisco, CA 94103",94102,37.77674,Med,Census Tract 176.01
G3nORz3a6ZnHkOwc7xppdw,lucky-pig-san-francisco,Lucky Pig,https://s3-media2.fl.yelpcdn.com/bphoto/l-SXZt206nN4ujSwGgxJgg/o.jpg,https://www.yelp.com/biz/lucky-pig-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,116,"korean,",4,"delivery,pickup",14159992628,37.78509974,-122.417557,"791 O'farrell St,San Francisco, CA 94109",94102,37.78509974,Med,Census Tract 122.01
kFgjHGp-cTUK5uPaSJOORA,souvla-san-francisco,Souvla,https://s3-media3.fl.yelpcdn.com/bphoto/byJ9CQAo1HUWOX9h9uACJg/o.jpg,https://www.yelp.com/biz/souvla-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,1278,"greek,mediterranean,",4,NA,14154005458,37.77643,-122.425,"517 Hayes St,San Francisco, CA 94102",94102,37.77643,Med,Census Tract 162
Edjd2Z4Tr1XYy6yq6jMM2w,papito-hayes-san-francisco,Papito Hayes,https://s3-media1.fl.yelpcdn.com/bphoto/hx8z0xJYGETvCrdD-RovJg/o.jpg,https://www.yelp.com/biz/papito-hayes-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,632,"mexican,",4,"delivery,pickup",14155540541,37.776635,-122.423396,"425 Hayes St,Ste A,San Francisco, CA 94102",94102,37.776635,Med,Census Tract 162
VPXezwmTETrwitrzj9BZPA,dumpling-time-san-francisco,Dumpling Time,https://s3-media4.fl.yelpcdn.com/bphoto/Gs2DMOgxTWbCDq_ELSs2nA/o.jpg,https://www.yelp.com/biz/dumpling-time-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,1584,"dimsum,asianfusion,",4,"delivery,pickup",14155254797,37.7697533,-122.4022546,"11 Division St,San Francisco, CA 94103",94102,37.7697533,Med,Census Tract 607
JHw51TRZcp9cnly3imBRDQ,himalayan-pizza-and-momo-san-francisco,Himalayan Pizza and Momo,https://s3-media2.fl.yelpcdn.com/bphoto/J_Wss2HeSsBEKgQkk-cLrQ/o.jpg,https://www.yelp.com/biz/himalayan-pizza-and-momo-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,118,"pizza,himalayan,indpak,",4.5,"delivery,pickup",14156587696,37.78183118,-122.4153683,"288 Golden Gate Ave,San Francisco, CA 94102",94102,37.78183118,Med,Census Tract 124.01
2TEUeYh5f4YOW_s1TZ_daQ,poké-bar-san-francisco-2,Poké Bar,https://s3-media2.fl.yelpcdn.com/bphoto/wq133IvH-XVJDSQ16c4Njg/o.jpg,https://www.yelp.com/biz/pok%C3%A9-bar-san-francisco-2?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,203,"asianfusion,hawaiian,poke,",4,NA,NA,37.77643535,-122.4170176,"1355 Market St,San Francisco, CA 94103",94102,37.77643535,Med,Census Tract 176.01
LkKjTQOZECM8vqaD3kSDoA,rt-rotisserie-san-francisco,RT Rotisserie,https://s3-media1.fl.yelpcdn.com/bphoto/w_65qUp3BORbHdwVbF3eMg/o.jpg,https://www.yelp.com/biz/rt-rotisserie-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,379,"salad,soup,sandwiches,",4,NA,NA,37.7750432,-122.4211143,"101 Oak St,San Francisco, CA 94102",94102,37.7750432,Med,Census Tract 168.02
J-W-VDb25eUZckNnIMp2vQ,the-pork-exchange-san-francisco,The Pork Exchange,https://s3-media4.fl.yelpcdn.com/bphoto/m8Pd_wHtyEuc6dHuLDpIVg/o.jpg,https://www.yelp.com/biz/the-pork-exchange-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,94,"asianfusion,breakfast_brunch,",4.5,pickup,14159326931,37.7838537,-122.4195957,"807 Ellis St,San Francisco, CA 94109",94102,37.7838537,Low,Census Tract 124.02
JWbqdmXQJ1jHEg4fCmFPEQ,elephant-sushi-golden-gate-san-francisco-6,Elephant Sushi Golden Gate,https://s3-media1.fl.yelpcdn.com/bphoto/fZGc3W3BZNiYBpBKNF251A/o.jpg,https://www.yelp.com/biz/elephant-sushi-golden-gate-san-francisco-6?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,120,"sushi,japanese,",4.5,NA,14153599001,37.7815064,-122.4169539,"380 Golden Gate Ave,San Francisco, CA 94102",94102,37.7815064,Med,Census Tract 124.01
DGyoVB9PdI9_jw0CNi_OPg,suppenküche-san-francisco-2,Suppenküche,https://s3-media1.fl.yelpcdn.com/bphoto/5mt7G1S_hFYv3rYIl7v2lQ/o.jpg,https://www.yelp.com/biz/suppenk%C3%BCche-san-francisco-2?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,3089,"german,",4,restaurant_reservation,14152529289,37.77626038,-122.4263916,"525 Laguna St,San Francisco, CA 94102",94102,37.77626038,Med,Census Tract 163
ey_UUXdDMUoO77QIF6SGaQ,mensho-tokyo-san-francisco-2,Mensho Tokyo,https://s3-media1.fl.yelpcdn.com/bphoto/FW8fWpjUC-LSju9liA_Kug/o.jpg,https://www.yelp.com/biz/mensho-tokyo-san-francisco-2?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,2062,"ramen,noodles,",4,NA,14158008345,37.78669085,-122.4143263,"672 Geary St,San Francisco, CA 94102",94102,37.78669085,Med,Census Tract 123.02
uEeWn6sPq-giWvfE9uhQ7A,dotties-true-blue-cafe-san-francisco,Dottie's True Blue Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/pdoo7aWqUe2_Q5n_o-mGgw/o.jpg,https://www.yelp.com/biz/dotties-true-blue-cafe-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,4405,"tradamerican,breakfast_brunch,cafes,",4,NA,14158852767,37.78170504,-122.4098396,"28 6th St,San Francisco, CA 94103",94102,37.78170504,Med,Census Tract 176.01
ZXwnSN4GlEuSTNCRrjjRMg,bite-san-francisco,Bite,https://s3-media3.fl.yelpcdn.com/bphoto/sqHzrKnBj7dLOCJYX34Hzg/o.jpg,https://www.yelp.com/biz/bite-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,744,"delis,sandwiches,salad,",4,"delivery,pickup",14155632483,37.78842396,-122.4156661,"912 Sutter St,San Francisco, CA 94104",94102,37.78842396,Med,Census Tract 120
WFgRFq_KxIs2fkYo1iD6Tg,lers-ros-san-francisco-2,Lers Ros,https://s3-media3.fl.yelpcdn.com/bphoto/R1NZEpF4b0INlulJudiAew/o.jpg,https://www.yelp.com/biz/lers-ros-san-francisco-2?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,2164,"thai,wine_bars,",4,"restaurant_reservation,delivery",14159316917,37.784703,-122.417566,"730 Larkin St,San Francisco, CA 94109",94102,37.784703,Med,Census Tract 122.01
9MuV8P0WwlWPidYY2eC8Vg,mini-cafe-san-francisco-3,Mini Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/9IDs3BAwEp7Wbf2m8FCVCQ/o.jpg,https://www.yelp.com/biz/mini-cafe-san-francisco-3?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,63,"vietnamese,sandwiches,chinese,",4,pickup,14154360177,37.77589987,-122.4193003,"28 Van Ness Ave,San Francisco, CA 94103",94102,37.77589987,Low,Census Tract 124.02
cZ1D-Cb2uyDJXik2nFiN0w,tú-lan-san-francisco-4,Tú Lan,https://s3-media1.fl.yelpcdn.com/bphoto/PZ4iz4ynlgQ7NPQyWcP2JA/o.jpg,https://www.yelp.com/biz/t%C3%BA-lan-san-francisco-4?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,744,"vietnamese,seafood,noodles,",4,NA,14156260927,37.78188115,-122.4101354,"8 6th St,San Francisco, CA 94103",94102,37.78188115,Low,Census Tract 176.01
4qC4rdMhPBV-BDI-ET2ijg,vive-la-tarte-san-francisco,Vive La Tarte,https://s3-media2.fl.yelpcdn.com/bphoto/K4ckJStgGOruXye9xtsfiA/o.jpg,https://www.yelp.com/biz/vive-la-tarte-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,521,"bakeries,breakfast_brunch,coffee,",4.5,NA,14156345444,37.7769811,-122.4109073,"1160 Howard St,San Francisco, CA 94103",94102,37.7769811,Med,Census Tract 176.01
bLa9Jm04dPersyUN7LFrvw,pho-2000-san-francisco,Pho 2000,https://s3-media1.fl.yelpcdn.com/bphoto/2LnTtM7Fnx9tYyV7Rw04WA/o.jpg,https://www.yelp.com/biz/pho-2000-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,743,"vietnamese,noodles,",4,NA,14154741188,37.78388,-122.41787,"637 Larkin St,San Francisco, CA 94109",94102,37.78388,Low,Census Tract 124.02
IMcnK1JuvoQPN8OktoLtIg,straw-san-francisco,Straw,https://s3-media4.fl.yelpcdn.com/bphoto/gZDB5C6Sa83Kigk7bEzaNw/o.jpg,https://www.yelp.com/biz/straw-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,1766,"newamerican,sandwiches,breakfast_brunch,",4,"delivery,pickup",14154313663,37.774056,-122.424198,"203 Octavia Blvd,San Francisco, CA 94102",94102,37.774056,Med,Census Tract 168.02
ngmHLMeExPUPPLcAPHb3lw,urban-bowls-san-francisco,Urban Bowls,https://s3-media1.fl.yelpcdn.com/bphoto/QESPvZ1SHW9BinkRrLYz0w/o.jpg,https://www.yelp.com/biz/urban-bowls-san-francisco?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,36,"poke,hawaiian,japanese,",4,"delivery,pickup",14155002162,37.77811,-122.42247,"340 Grove St,San Francisco, CA 94102",94102,37.77811,Med,Census Tract 162
UDkYPstjY8lePulcAtMDEw,the-grilledcheezguy-san-francisco-2,The GrilledCheezGuy,https://s3-media4.fl.yelpcdn.com/bphoto/iqsSd5bok8_CKtlgwDhJSQ/o.jpg,https://www.yelp.com/biz/the-grilledcheezguy-san-francisco-2?adjust_creative=g_McZ7E3oQ1E479w37Wdag&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=g_McZ7E3oQ1E479w37Wdag,157,"sandwiches,cheese,",4.5,NA,15105020757,37.7811359,-122.410358,"529 Stevenson St,San Francisco, CA 94103",94102,37.7811359,Med,Census Tract 176.01
